article_id,label,confidence
,NEG,0.5533494353294373
,NEU,0.961985474283045
,NEU,0.9076659404314481
,POS,0.909506618976593
,POS,0.8946942538022995
,POS,0.8901412139336268
,NEG,0.7787788013617197
,NEU,0.8275243242581686
,NEG,0.9357998371124268
,POS,0.8034428298473358
,POS,0.739096055428187
,POS,0.7378346920013428
,NEU,0.9663898348808289
,POS,0.745982438325882
,POS,0.8294055263201395
,POS,0.8137841591468225
,NEG,0.8427017331123352
,POS,0.7901302203536034
,NEU,0.9722164869308472
,POS,0.873554493699755
,NEG,0.8129099508126577
,POS,0.9039775729179382
,POS,0.8611768633127213
,NEG,0.8791853229204813
,POS,0.8550649285316467
,NEG,0.9156735599040985
,NEG,0.9428229011022128
,POS,0.8454394808837346
,POS,0.8670991361141205
,NEG,0.9314025044441223
,POS,0.8110924512147903
,POS,0.8179185867309571
,POS,0.8515312522649765
,NEU,0.9653582572937012
,NEG,0.9413304179906845
,POS,0.8985913693904877
,NEG,0.8234405517578125
,NEG,0.818813294172287
,NEU,0.9039634764194489
,NEG,0.9505217406484816
,POS,0.8844522535800934
,NEG,0.8282988336351182
,POS,0.873874020576477
,POS,0.8454894489712186
,POS,0.8914363980293274
,NEG,0.8465619583924612
,POS,0.8265503793954849
,NEG,0.9474592804908752
,POS,0.8871188362439474
,POS,0.8084673682848612
,POS,0.872841843536922
,NEG,0.8022090026310512
,POS,0.7781832218170166
,NEG,0.8486234843730927
,NEG,0.8551507958999047
,NEG,0.9226753115653992
,NEG,0.899881899356842
,NEU,0.9283230966991849
,POS,0.8234397768974304
,NEG,0.8941122038023812
,POS,0.9129404127597809
,POS,0.8836096003651619
,POS,0.8706544995307922
,NEG,0.8683547865260731
,NEG,0.8153150856494904
,POS,0.8698269631713629
,POS,0.871430516242981
,POS,0.8461884260177612
,NEU,0.8809922695159912
,NEU,0.8659788370132446
,NEG,0.91688562101788
,POS,0.8593818128108979
,NEG,0.8337780833244324
,NEG,0.7807791332403818
,NEU,0.8315268754959106
,POS,0.9115966955820719
,NEG,0.8883567452430725
,NEG,0.8819780690329415
,NEU,0.7633133754134178
,NEG,0.9277938859803336
,NEG,0.8749703268210093
,NEU,0.9589576482772827
,POS,0.8121482513167642
,NEU,0.9110647780554635
,NEG,0.6862006187438965
,NEU,0.9006803452968597
,NEG,0.8639506914398887
,POS,0.8660529255867004
,POS,0.8627532209668841
,POS,0.8804837841736642
,POS,0.8310752312342325
,POS,0.8832996913364956
,POS,0.9177991904710469
,POS,0.8584448430273268
,POS,0.8301911486519707
,POS,0.9260865251223246
,NEG,0.5473656058311462
,NEG,0.9329309225082397
,POS,0.8305108845233917
,POS,0.7794760391116142
,POS,0.9069943875074387
,NEG,0.8786806662877401
,NEU,0.8425042761696709
,NEU,0.9713361263275146
,POS,0.871112835407257
,POS,0.862824233678671
,NEU,0.8992283344268799
,NEG,0.8604170746273465
,POS,0.9252701889384877
,NEU,0.8010988533496857
,NEG,0.7239111959934235
,NEU,0.9503810008366903
,NEU,0.9464917381604513
,POS,0.8071367666125298
,NEG,0.9151707887649536
,NEG,0.8343530297279358
,NEU,0.5978398521741232
,NEU,0.7580026984214783
,NEG,0.9184557572007179
,NEU,0.7967787186304728
,NEG,0.9449657201766968
,NEU,0.9628233313560486
,POS,0.740418728441
,NEG,0.8628672063350677
,NEG,0.8498393644889196
,POS,0.8502682149410248
,NEG,0.8798321059771946
,NEG,0.8907868961493174
,NEG,0.9197901742798942
,NEG,0.9235822492175632
,POS,0.9352607528368632
,POS,0.9056894302368164
,POS,0.8752071327633328
,POS,0.8883699774742126
,NEG,0.9433079957962036
,POS,0.8162596490648057
,NEU,0.8598583738009135
,NEG,0.9001514166593552
,POS,0.8989898051534381
,POS,0.8448002934455872
,POS,0.819775534398628
,POS,0.8044135272502899
,NEG,0.8931009232997894
,NEG,0.9217227952820914
,NEG,0.867678804056985
,POS,0.7887347936630249
,POS,0.9373335540294647
,POS,0.7161736190319061
,POS,0.7684518620371819
,NEG,0.8634763419628143
,POS,0.8250333283628736
,NEU,0.88018698990345
,NEG,0.8506063103675843
,NEG,0.9279029607772827
,POS,0.7183715462684631
,POS,0.8758833299983632
,POS,0.7813587955066136
,POS,0.8488090634346008
,POS,0.8199549555778504
,NEG,0.9397716124852499
,POS,0.8105409145355225
,POS,0.7102248296141624
,NEG,0.7871653948511396
,POS,0.8304960216794696
,NEU,0.8347513675689697
,NEG,0.9012514762580395
,POS,0.8893178820610046
,POS,0.8635400874274117
,POS,0.8706923723220825
,POS,0.8224111914634704
,POS,0.7936071621047126
,POS,0.831328809261322
,POS,0.8788398419107709
,NEU,0.9672035574913025
,NEU,0.821855890750885
,POS,0.8549570639928182
,NEU,0.899999588727951
,POS,0.8422177731990814
,NEG,0.7995316849814521
,POS,0.8467527151107788
,NEG,0.871035791360415
,POS,0.8920677602291107
,POS,0.873359101159232
,POS,0.8593818128108979
,NEG,0.8270970455237797
,POS,0.8872079968452453
,NEG,0.8424750044941902
,POS,0.8792630036671957
,NEG,0.901770992712541
,POS,0.8794122338294983
,POS,0.8747170269489288
,POS,0.7397703267633915
,POS,0.7577902793884277
,NEG,0.8871508607497582
,POS,0.7777617772420248
,POS,0.8800139512334552
,NEG,0.9373775959014893
,POS,0.9323664009571075
,NEG,0.8991244435310364
,POS,0.9114741628820245
,NEG,0.8203083330934698
,POS,0.8489222005009651
,NEG,0.8278650045394897
,NEG,0.8599014977614085
,NEG,0.8384534358978272
,NEG,0.7537129521369934
,NEU,0.8483020861943563
,POS,0.8651584312319756
,NEG,0.7526635706424714
,POS,0.7978728860616684
,NEG,0.8173047751188278
,NEG,0.8483845988909403
,POS,0.8378066221872965
,POS,0.7728427756916393
,NEG,0.9511327743530273
,POS,0.903325746456782
,POS,0.7728542586167654
,POS,0.8843552887439727
,NEG,0.6783948689699173
,POS,0.7516322582960129
,NEU,0.9431647875092246
,NEG,0.8838944673538208
,POS,0.8546229345457894
,POS,0.8838520526885987
,POS,0.7763877908388773
,NEG,0.8993102444542779
,POS,0.8456390159470695
,POS,0.8230774849653244
,NEG,0.850534302847726
,POS,0.8902296622594198
,POS,0.835767958845411
,NEG,0.8028639223840501
,POS,0.8587155714631081
,NEG,0.8942152857780457
,NEU,0.9362145304679871
,NEU,0.9629370689392089
,NEG,0.8049865790775844
,POS,0.9212865984958151
,POS,0.8158609611647469
,NEG,0.8627133319775263
,NEU,0.6413466185331345
,NEG,0.8836955428123474
,NEU,0.8543227016925812
,POS,0.8307446241378784
,NEG,0.7817827803747994
,NEG,0.8561162267412458
,POS,0.8987898156046867
,NEU,0.8776037863322667
,POS,0.8455724205289569
,POS,0.8505572421210152
,POS,0.8688155561685562
,POS,0.8697569022576014
,POS,0.9074149429798126
,NEU,0.9442222118377686
,POS,0.7156725653580257
,NEG,0.9079660177230835
,POS,0.8340638726949692
,POS,0.8222676681147681
,POS,0.7943747809955052
,NEG,0.840906523168087
,NEG,0.8561674416065216
,NEG,0.878977486720452
,POS,0.7474447091420492
,POS,0.7851221084594726
,NEG,0.8326532670429775
,NEG,0.9498463869094849
,POS,0.9225472013155619
,NEU,0.9750323295593262
,NEG,0.9371527433395386
,NEG,0.8726472003119332
,POS,0.8818100988864899
,POS,0.8606833815574646
,NEU,0.860877126455307
,NEG,0.891994047164917
,POS,0.7978151440620422
,NEU,0.8653382420539856
,NEU,0.88189996778965
,NEG,0.9457046985626221
,NEU,0.7524979114532471
,POS,0.7969031731287638
,NEG,0.8439887364705404
,NEG,0.8274022340774536
,NEG,0.8481591492891312
,NEG,0.8503612713380293
,NEG,0.8881400227546692
,POS,0.9316023588180542
,POS,0.7904371023178101
,POS,0.6835978825887045
,POS,0.8410128355026245
,POS,0.76653603464365
,POS,0.8120874336787632
,POS,0.8914681822061539
,NEU,0.9411449074745178
,POS,0.8875786463419596
,NEG,0.8029689729213715
,NEG,0.9381420910358429
,POS,0.7013708353042603
,NEG,0.8151393532752991
,POS,0.9394872188568115
,NEG,0.9227720260620117
,POS,0.9281994017159066
,POS,0.8335488326847553
,POS,0.8641547560691833
,POS,0.8253968060016632
,NEG,0.7958743373552958
,NEG,0.7488816976547241
,NEG,0.6856483519077301
,POS,0.8240634441375733
,POS,0.7989159598946571
,POS,0.8787424564361572
,POS,0.8136497810482979
,POS,0.8870402872562408
,NEU,0.7672654390335083
,POS,0.8109414246347215
,POS,0.7549180218151638
,NEG,0.8970422744750977
,NEG,0.8773311268199574
,POS,0.8436999491282872
,POS,0.8792870044708252
,NEG,0.9271404027938843
,POS,0.8311548978090286
,POS,0.7377080768346786
,POS,0.9200332562128702
,POS,0.818766176700592
,NEG,0.888531818985939
,POS,0.8155955476482419
,NEU,0.9741099774837494
,POS,0.8163319700642636
,POS,0.9335228949785233
,POS,0.8547194202740988
,POS,0.7872521612379286
,POS,0.8171241760253907
,POS,0.8045860469341278
,NEU,0.8494222685694695
,POS,0.8215769254244291
,POS,0.8286351108032725
,POS,0.9197519024213155
,NEU,0.904765112059457
,POS,0.8184262497557534
,NEU,0.8705885921205793
,POS,0.7284095117024013
,POS,0.7679432299402025
,NEG,0.7529030243555704
,POS,0.8231137028107276
,POS,0.8516202058110919
,POS,0.8940281697681972
,NEU,0.7932083532214165
,NEG,0.5484825521707535
,POS,0.8178594623293195
,NEU,0.8300279259681702
,POS,0.9142886638641358
,NEG,0.8510703529630389
,POS,0.7768306016921998
,POS,0.8949720144271851
,NEG,0.8181762827767266
,POS,0.9022958725690842
,POS,0.8566098560889562
,NEG,0.8105897456407547
,POS,0.7837331891059875
,POS,0.7888726145029068
,POS,0.7951869794300624
,POS,0.7814614653587342
,POS,0.8689085268057309
,NEG,0.8806260575850805
,NEU,0.9449530492226282
,POS,0.8387486338615417
,NEG,0.894578330218792
,POS,0.8641076002802167
,POS,0.8193023602167765
,NEG,0.909776471555233
,POS,0.6738517224788666
,NEG,0.769492007791996
,POS,0.8691767830848693
,POS,0.7463611861069998
,NEU,0.9190826535224914
,NEG,0.9097895893183622
,POS,0.8940361539522806
,POS,0.7857201755046844
,NEG,0.7987450446401324
,NEG,0.8501413383267142
,NEU,0.8263092140356699
,NEG,0.8634786476259646
,POS,0.7698181139098274
,NEG,0.8901574795062726
,NEG,0.8862952291965485
,POS,0.932272732257843
,NEU,0.7669989466667175
,POS,0.8126207727652329
,POS,0.8650198153087071
,NEU,0.7853418774902821
,NEU,0.776846706867218
,NEU,0.9653436541557312
,POS,0.758474907704762
,NEG,0.8775723814964295
,POS,0.8198482719334689
,NEG,0.8800754802567619
,NEG,0.891510743361253
,POS,0.8687026500701904
,POS,0.7976503670215607
,NEU,0.9325737953186035
,POS,0.8641476929187775
,NEU,0.7546130418777466
,POS,0.8698635995388031
,POS,0.8669742196798325
,POS,0.915658346244267
,NEG,0.8422183096408844
,NEU,0.7533347681164742
,NEG,0.8263118522507804
,NEU,0.954627513885498
,POS,0.8750727687563215
,POS,0.824525386095047
,POS,0.7895465642213821
,NEG,0.7259400337934494
,NEU,0.9640440344810486
,NEG,0.8585450866005637
,NEG,0.9133402980290927
,POS,0.8406550288200378
,NEU,0.8801679164171219
,POS,0.917836606502533
,POS,0.9320802092552185
,POS,0.8544741670290629
,NEG,0.9007115662097931
,NEU,0.9548475593328476
,NEG,0.8766085058450699
,NEG,0.8704243302345276
,POS,0.8864426910877228
,NEG,0.911094568669796
,POS,0.8827219754457474
,NEG,0.8382178023457527
,POS,0.8445494870344797
,NEG,0.9219589966994065
,NEG,0.8390799164772034
,POS,0.8741762638092041
,POS,0.9000796859080975
,POS,0.7610474891132779
,POS,0.8545316383242607
,NEU,0.9713040292263031
,NEU,0.8121596376101176
,NEG,0.8927697141965231
,NEG,0.8925051808357238
,POS,0.8315634826819102
,POS,0.8703603545824686
,NEG,0.7877481356263161
,NEG,0.8571408476148333
,NEU,0.9306496739387512
,NEG,0.7518482565879822
,NEU,0.8905785262584687
,NEG,0.8978060260415077
,POS,0.8647689744830132
,POS,0.734401649898953
,POS,0.8548579216003418
,POS,0.8110096546319815
,NEG,0.7544564455747604
,NEU,0.8906130343675613
,NEG,0.9310289820035299
,POS,0.8360588302214941
,POS,0.8379078507423401
,POS,0.7866995973246438
,POS,0.8570667952299118
,NEG,0.8253500461578369
,NEG,0.8835982084274292
,POS,0.8858109553654988
,POS,0.7610823512077332
,POS,0.8656219352375377
,POS,0.8403351108233134
,NEU,0.897783100605011
,NEG,0.9208537191152573
,POS,0.8558043422906295
,POS,0.7777633496693203
,NEU,0.9735644459724426
,POS,0.8459585905075073
,POS,0.8174750804901123
,POS,0.791666641831398
,POS,0.7985919081803524
,NEG,0.8445560715415261
,POS,0.8768091797828674
,NEU,0.941712940732638
,NEG,0.9044887044213035
,NEG,0.8093685574001737
,NEG,0.8600976334677802
,NEG,0.9357585473494097
,POS,0.9105643630027771
,POS,0.8717609710163541
,NEG,0.8209512829780579
,NEU,0.9354341200419835
,NEG,0.8655954816124656
,NEG,0.9240255504846573
,POS,0.8914950251579284
,POS,0.8161842482430595
,POS,0.7853115598360697
,POS,0.8521723647912344
,NEG,0.7440491318702698
,POS,0.8113886969430106
,NEU,0.6566000580787659
,NEU,0.8414604365825653
,POS,0.8435389479001363
,POS,0.8867668768633967
,NEG,0.9236206346087985
,POS,0.8904348065455755
,POS,0.8602032150541034
,NEG,0.9098357558250427
,POS,0.7954320013523102
,POS,0.8426584601402283
,POS,0.8137246114867074
,POS,0.876605898141861
,POS,0.8287311245997747
,NEU,0.8703630566596985
,POS,0.8142986297607422
,NEU,0.7507283091545105
,POS,0.9434404373168945
,NEG,0.8989317417144775
,POS,0.8854365859712873
,NEU,0.916803701357408
,NEU,0.9536107097353254
,NEU,0.7441685497760773
,NEG,0.8846442103385925
,POS,0.8593394815921783
,POS,0.9229427576065063
,NEG,0.9317920506000519
,NEU,0.8693429112434388
,NEU,0.8295855164527893
,POS,0.7636994123458862
,POS,0.8321250677108765
,POS,0.7983805984258652
,POS,0.7951436638832092
,POS,0.8153669436772665
,POS,0.9138596190346612
,POS,0.8978443741798401
,NEG,0.932928740978241
,NEU,0.9719554781913757
,NEU,0.9729446172714233
,NEU,0.9660067558288574
,NEU,0.9736829002698263
,NEU,0.9606790989637375
,POS,0.823915097448561
,NEU,0.971946656703949
,NEG,0.7938503798316506
,POS,0.936481773853302
,POS,0.903372871875763
,POS,0.9258211636543274
,POS,0.8332206606864929
,POS,0.8258168935775757
,NEG,0.8187458316485087
,POS,0.8913933123861041
,POS,0.8669096277310298
,POS,0.8812035747936794
,NEG,0.8809053063392639
,POS,0.8437390923500061
,NEG,0.9287440180778503
,POS,0.8669547992093223
,POS,0.8720254376530647
,POS,0.9192838750102303
,NEG,0.9051017165184021
,POS,0.905290462076664
,NEG,0.7539368867874146
,POS,0.8521978437900544
,NEG,0.9481310248374939
,POS,0.8668326586484909
,POS,0.8015209197998047
,NEG,0.9171232147650286
,POS,0.8530007685933795
,NEU,0.7560213685035706
,POS,0.9268128786768232
,NEG,0.936252623796463
,NEU,0.9320293409483773
,NEG,0.8670646122523716
,POS,0.735909104347229
,NEU,0.8980932235717773
,POS,0.8745459318161011
,POS,0.9105404740885684
,POS,0.8092345148324966
,POS,0.8336785634358724
,POS,0.8540125588575999
,POS,0.8999303664479937
,POS,0.9040090441703796
,POS,0.8145841785839626
,POS,0.8508303761482239
,NEG,0.9197185238202413
,POS,0.8213676412900289
,POS,0.744649276137352
,NEG,0.9290583074092865
,POS,0.8825606405735016
,POS,0.8354241251945496
,POS,0.835920943154229
,POS,0.8900452454884847
,POS,0.8939142525196075
,POS,0.893353189031283
,NEG,0.8753955960273743
,POS,0.8520259149372578
,POS,0.8465059995651245
,NEG,0.8123591135848652
,NEG,0.8709640324115753
,NEG,0.8099767863750458
,POS,0.7845833003520966
,NEU,0.7048335194587707
,NEU,0.967200517654419
,NEU,0.9759022295475006
,POS,0.760604202747345
,NEG,0.851282502923693
,NEG,0.7313637563160488
,NEG,0.9164327383041382
,NEU,0.9660437703132629
,POS,0.858595860004425
,POS,0.7978955251829964
,POS,0.8553728205817086
,POS,0.7249983449776968
,NEG,0.8686682840188344
,NEG,0.8154137581586838
,POS,0.8892890363931656
,NEU,0.804159551858902
,NEU,0.9742908477783203
,POS,0.8042606314023336
,NEG,0.806153600414594
,NEG,0.8388903074794345
,POS,0.8205885082483292
,NEU,0.8729668259620667
,POS,0.818616196513176
,POS,0.8503930568695068
,POS,0.8238316040772659
,POS,0.8313417945589338
,NEG,0.9039043188095093
,NEG,0.9053253999778202
,NEG,0.8931952118873596
,POS,0.9297746479511261
,POS,0.828747668405519
,POS,0.8340546727180481
,NEG,0.8379028903113471
,POS,0.921966416495187
,POS,0.8282390609383583
,POS,0.939306229352951
,NEU,0.9512585004170736
,NEG,0.9537360072135925
,NEG,0.9377388159434
,NEG,0.7876901825269064
,NEG,0.7848605016867319
,NEG,0.8916372765194286
,NEG,0.706304281949997
,POS,0.7986816397080054
,NEG,0.8675901673056863
,NEU,0.6653585880994797
,NEG,0.7680297464132309
,NEU,0.9259424209594727
,POS,0.866987807410104
,NEG,0.8794397115707397
,NEU,0.8660933574040731
,POS,0.8142729848623276
,POS,0.8960239589214325
,POS,0.8280312716960907
,POS,0.7379918562041389
,POS,0.8465379476547241
,NEG,0.8534146606922149
,POS,0.9061834107745778
,POS,0.9156658768653869
,POS,0.7391346182141986
,NEG,0.8962000548839569
,POS,0.8859814604123434
,POS,0.8644696176052094
,POS,0.8841015967455778
,POS,0.8557990590731303
,POS,0.893224585056305
,NEU,0.9423044721285502
,POS,0.8258223295211792
,POS,0.8167372196912766
,NEG,0.8038251598676046
,POS,0.8098002629620689
,POS,0.8327451688902718
,NEG,0.879242504344267
,POS,0.8405227263768514
,POS,0.8240657235894885
,NEU,0.752053439617157
,NEG,0.9169856991086688
,POS,0.8045480489730835
,POS,0.9150306516223483
,NEG,0.8200516700744629
,POS,0.7987442687153816
,NEU,0.942491427063942
,NEG,0.8737337648868561
,NEG,0.886242617260326
,POS,0.8445819956915719
,POS,0.8236867388089498
,POS,0.7956578930219015
,POS,0.8236907124519348
,POS,0.6274914145469666
,NEU,0.9506110697984695
,POS,0.9078167130549749
,POS,0.8926452729437087
,POS,0.8817148506641388
,POS,0.8802074988683065
,NEG,0.8845519357257419
,POS,0.7351822257041931
,POS,0.8673283557097117
,NEG,0.8852353940407435
,POS,0.7416153252124786
,NEG,0.9321194291114807
,POS,0.7982422212759653
,NEU,0.8383750319480896
,POS,0.8020773231983185
,NEG,0.82693912088871
,POS,0.8480548560619354
,POS,0.8541439374287924
,NEG,0.8868259625001387
,NEG,0.888461709022522
,POS,0.8000228951374689
,NEG,0.8640065680850636
,POS,0.8466059044003487
,NEG,0.8157878518104553
,NEG,0.9328901635275947
,POS,0.8601376073701041
,POS,0.8638587772220998
,NEG,0.7817180991172791
,NEG,0.5773801406224569
,NEG,0.8839979588985443
,NEU,0.9656264384587606
,POS,0.7967883178165981
,POS,0.8332206606864929
,POS,0.8236342743039131
,NEG,0.8342466205358505
,POS,0.8426584601402283
,NEU,0.9500393403900994
,POS,0.8943920373916626
,POS,0.8748031705617905
,POS,0.7825304567813873
,NEG,0.8988587781786919
,POS,0.7342048212885857
,NEU,0.8788195848464966
,POS,0.9132963120937347
,NEU,0.9374407529830933
